text_or_caption,reply_to,chat_id,date_created
"Спасибо, уже взяли билеты на 28",1045,-1001350470024,2020-08-20T17:33:06+00:00
Всё будет ок,1047,-1001350470024,2020-08-20T17:43:55+00:00
"Аналогично. Лимасол. ВУ российское, которое забрали, получила потом в Москве через ~8 мес.",1034,-1001350470024,2020-08-20T18:19:16+00:00
"Уважаемые знатоки, подскажите пожалуйста: для Кипрского гражданства свидетельство о рождении (выданное в Ленинграде) в каком виде подавать надо?",,-1001350470024,2020-08-20T19:17:53+00:00
Перевод.,1051,-1001350470024,2020-08-20T19:18:42+00:00
"Т.е. простой (сертефицированный) перевод Советского Свидетельства о рождении? А то белоруское-советское надо получить дубликат в РБ, апостиль + перевод.",1052,-1001350470024,2020-08-20T19:21:04+00:00
"Абсолютно спокойно подавайся, им главное чтоб ты показал доход хороший извне. Тип Ф это типа ""пенсионерский"" без права работы,но и тут есть лазейки. Подавайся сам, там список документов, собираешь,переводишь и спокойно сдаешь в Никосии, нормальные там женщины, можешь коробку конфет с шампанским подарить, типа за знакомство. Дальше - если 30к евро задепонируешь на 3 кажись года, то ф выдадут через 5-6 месяцев, если депонирования не будет, то рассчитывай на ф через 1,5 года где то. Главное покажи дохода побольше! Катят даже ""липовые""договора на аренду своей недвиги на родине с друзьями)))",1007,-1001350470024,2020-08-20T19:31:06+00:00
"А какие лазейки есть для работы по визе F? Меня она просто смущает тем, что если позовут на Кипре работает - не сможешь.",1054,-1001350470024,2020-08-20T19:32:59+00:00
"Тоже меняла в мае, перевод не просили. Но там на англ дублируются данные",1040,-1001350470024,2020-08-20T19:34:09+00:00
"Если позовут работать, то можно будет переделать на рабочую визу.но там я подробностей не знаю. У меня кейс свой следующий - создал компанию, я акционер, киприот директор. Компания работает, я дивиденды. Если прогнать по фирме свыше 150к евро, то имеешь право работать директором в этой фирме, но проверяют, что именно в фирме работаешь и ведёшь соответствующую деятельность, в этом случае на дядю работать тоже не имеешь права, чтоб работать наемным, то только рабочая виза",1055,-1001350470024,2020-08-20T19:36:20+00:00
"Я не депонировал 30к, мне ф выдали через 1 год и 8 месяцев",,-1001350470024,2020-08-20T19:37:37+00:00
А пока его рассматривают - какое было основание для жизни на Кипре?,1058,-1001350470024,2020-08-20T19:38:36+00:00
Ресит?,,-1001350470024,2020-08-20T19:38:41+00:00
Ес,,-1001350470024,2020-08-20T19:38:46+00:00
"Аааа!!! Нет!!! Пин слип оформляли!!! Точно, у меня заканчивался пинслип и я ещё в Никосии спросил, делать пинслип пока жду ф, да, так что пинслип все равно делаешь",,-1001350470024,2020-08-20T19:40:18+00:00
О) сенкс!,1062,-1001350470024,2020-08-20T19:42:12+00:00
"А для type f недвижимость обязательна? 
В том же списке документов написано ""Title of ownership or rental agreement"".",,-1001350470024,2020-08-20T19:42:55+00:00
"Нет, не обязательна! Главное высокий доход извне!",1064,-1001350470024,2020-08-20T19:43:29+00:00
В смысле? Не удержался?,,-1001350470024,2020-08-20T19:44:48+00:00
интересно! В хорошем смысле,,-1001350470024,2020-08-20T19:45:07+00:00
"Максимально показываешь все что можешь показать, ""сдаешь"" квартиру, гараж,парковку,тещину квартиру, доход от бизнеса, акции, дивиденды и т.д.  Доказываешь, что тебе не нужно работать на Кипре, а ты будешь пенсионерить и тратить тут свои деньги.",,-1001350470024,2020-08-20T19:47:42+00:00
"Оч. любопытно! А депонировать - они блокируют на банковском счёте эту сумму, верно? Или как это вообще происходит?",,-1001350470024,2020-08-20T19:48:28+00:00
"Да, как банковскую гарантию блокируют, кстати после получения Ф , мне банковскую гарантию вернули чуть ли не на третий день,после того как я в Никосию отвёз этот жёлтый лист гарантийный и попросил ее снять, автоматом вернулась сумма на счет",1070,-1001350470024,2020-08-20T19:49:52+00:00
"Они блокируют эту 30ку на 3 вроде года, я не блокировал, так как мне ф была не к спеху, потому уже не помню точного срока",1070,-1001350470024,2020-08-20T19:50:35+00:00
"Говорят, что если заблокировать, то аж через 3 месяца ф получишь, но это ж Кипр, я не верю в это. Потому пошел по долгой процедуре",,-1001350470024,2020-08-20T19:51:26+00:00
"И в этом случае, видимо, после выдачи F так быстро не возвращают? Ждать остаток 3 лет?",1072,-1001350470024,2020-08-20T19:52:00+00:00
А вернули — это пинк слиповскую гарантию? Или там еще какая-то для подачи?,1071,-1001350470024,2020-08-20T19:52:46+00:00
"Да там именно условие, если хочешь ф быстро, то эта сумма блокируется на 3 года, только через 3 года снимут блок",1074,-1001350470024,2020-08-20T19:52:51+00:00
Ее да,1075,-1001350470024,2020-08-20T19:53:03+00:00
"Оч. интересно, спасибо!",,-1001350470024,2020-08-20T19:53:36+00:00
"Вот, кстати, про ""высокий доход"" с сайта:

The annual income required should be at least €9568,17 (CY£5,600) for a single applicant and moreover at least €4613,22 (CY£2,700) for every dependent person, but the Immigration Control Board may demand additional amounts as necessary.",,-1001350470024,2020-08-20T19:55:40+00:00
"Я сам все прошел это, перед этим правда заплатил 50% аванса киприотскому адвокату козлу, который как и большинство адвокатов Кипра чисто почтальон!!! Ездят по ушам , а по итогу так же тебе дадут список документов, ты все сам соберёшь, они тебе в три дорога переведут, в папочку красиво сложат и сдадут в Никосии и вся их работа....я вернуть у адвоката свои деньги не смог, делал все сам и когда этот черт ещё мне позвонил, что мол я ему остаток доплатить должен - послал его. 
При сдаче указываешь адрес для корреспонденции, туда придет уведомление, что заявление рассмотрено и надо приехать сдать фотки и биометрию, сдаешь и в течении 10 дней будет готова карточка",,-1001350470024,2020-08-20T19:56:59+00:00
"Да эт понятно, но теперь подумай - ты недвижку не купил, аренда. Денег дохода извне мизер! Интересен ты государству? Есть риски того, что ты в итоге обманешь и начнёшь работать и отнимать денег у местного населения? Есть! Потому рекомендую нарисовать как можно больший доход, чтоб сотрудница иммигрецшена подумала - о круто, у него хороший доход, он просто будет жить и пополнять казну Кипра и поддерживать остров своими вливаниями - одобрямс",1079,-1001350470024,2020-08-20T20:00:09+00:00
"Да, конечно чем больше тем лучше )",1081,-1001350470024,2020-08-20T20:02:31+00:00
"Надо подходить к вопросу так - сотрудник иммиграции это человек с образованием уровня ПТУ, сильно вникать не будет, таких заявлений сотни, собирается комиссия на их рассмотрение раз в пол года, открыли папку - пролистал основные моменты и принимают решение...потому вот это ""пролистали"" должно показать им, что ты безрисковый чел, имеющий доход и чисто будешь пенсионерить и тратить деньги))) это должно броситься в глаза.",,-1001350470024,2020-08-20T20:05:08+00:00
"У меня с пинк слипами похожий кейс, в первый год на Кипре делал через фирму (обещали побыстрее через своих кумбаросов). 
В целом не стоило того: квест по сбору документов достаточно простой, да и супер-быстро все сделать у них все равно не получилось.
2-3 раз подавал сам...",1080,-1001350470024,2020-08-20T20:05:50+00:00
"F делают быстро, за 3 месяца, если стоимость купленного жилья ( обязательно для этого случая не ""вторичка"") превышает 300 тыс +19%VAT....
В этом случае F предоставляется вообще по другому поводу, по поводу жилья >300 000....",,-1001350470024,2020-08-20T20:06:45+00:00
"У меня жилье сильно дороже 300к, для быстрого рассмотрения просили 30к заблокировать на счёте, отказался, получил через 1,8 лет",1085,-1001350470024,2020-08-20T20:08:40+00:00
"Потому что 
1. Не дал заблокировать 30 тыс
2. Делал сам, в общую очередь по визе Ф",1086,-1001350470024,2020-08-20T20:10:17+00:00
А жилье было НОВЬЁ?,,-1001350470024,2020-08-20T20:10:30+00:00
Да,1088,-1001350470024,2020-08-20T20:10:35+00:00
"Делать сам начал после того как увидел ""работу"" адвоката.... предварительно заплатив ему 50% от общей суммы.",1087,-1001350470024,2020-08-20T20:11:27+00:00
"А что? Есть не общая?))))
Вы оказываете услуги по получению ф?
Тогда понятны ваши комментарии",1087,-1001350470024,2020-08-20T20:12:09+00:00
"Основываясь на этом комментарии)
1. Не дал заблокировать - не обязан.
2 делал сам в общую очередь. Это ж стандартный развод ""помощников"" адвокатов - положим сверху стопки, рассмотрят быстро, есть свои люди и т.д.",1087,-1001350470024,2020-08-20T20:14:27+00:00
А можно ссылку?,1079,-1001350470024,2020-08-20T20:16:02+00:00
http://www.moi.gov.cy/moi/crmd/crmd.nsf/All/044601A0B7CE6062C2257D2C0037F93F?OpenDocument,1100,-1001350470024,2020-08-20T20:17:25+00:00
Я получил в октябре 2018,1097,-1001350470024,2020-08-20T20:17:49+00:00
"Думал вы ""помощник"" так резво вы рассказали про 3 месяца и т.д. 
Видимо ошибся, извините 👍",1099,-1001350470024,2020-08-20T20:18:44+00:00
"У меня правда другое ввело в замешательство и я так и не смог с этим ничего сделать) старшему сыну выдали ф в феврале на....6)))месяцев до дня его совершеннолетия) сколько я не ходил в кабинетах Никосии доказывая, что он и после 18 лет остаётся материально зависимым и ещё продолжает учиться и т.д. и т.д. и ссылаясь на их же правила, что можно до 22 кажись доказывать материальную зависимость - ничего не помогло, после 18 лет сын снова перешёл на пинслипы)))",1104,-1001350470024,2020-08-20T20:25:20+00:00
"Вот пишите быстро, а потом сами же пишите,что в 2016-2018 аж два года получали))))",1085,-1001350470024,2020-08-20T20:26:50+00:00
"Для недорогой ( дешевле 300 т) название 
“Category F”",,-1001350470024,2020-08-20T20:32:53+00:00
спасибо 👍,1101,-1001350470024,2020-08-20T20:33:01+00:00
А у вас для дорогой какое название?,,-1001350470024,2020-08-20T20:33:16+00:00
Как то так))),1115,-1001350470024,2020-08-20T20:35:28+00:00
Такое же  category f,,-1001350470024,2020-08-20T20:35:41+00:00
"У друзей, сдавали-получали практически одинаково, им правда пораньше дали, чем мне, тоже самое написано category f",,-1001350470024,2020-08-20T20:37:28+00:00
"Любопытно, что по приведенной выше [ссылке](http://www.moi.gov.cy/moi/crmd/crmd.nsf/All/044601A0B7CE6062C2257D2C0037F93F?OpenDocument) для Category F про недвижимость вообще ни слова... просто устарел сайт или я не там смотрю?",1113,-1001350470024,2020-08-20T20:37:56+00:00
"Они тоже шли в общую очередь, не «по недвижимости»?",1118,-1001350470024,2020-08-20T20:38:20+00:00
Или это что-то вроде неоф. правила?,,-1001350470024,2020-08-20T20:38:40+00:00
"ВСЁ ВЕРНО!
Я об этом и пишу
Можно даже недвижимость не иметь",1120,-1001350470024,2020-08-20T20:39:01+00:00
"Но делают дольше, нет сроков, что за 3 месяца",,-1001350470024,2020-08-20T20:39:28+00:00
В этом случае кат Ф дают по поступлениям из России,,-1001350470024,2020-08-20T20:40:17+00:00
Ну и совсем хорошо если при этом есть недвига,,-1001350470024,2020-08-20T20:40:40+00:00
Это конечно облегчает рассмотрение,,-1001350470024,2020-08-20T20:40:50+00:00
"Мы все шли по недвижимости) так как тогда нам адвокат сказал, что недвижка обязательна и больше 350к должна быть...мы тогда ещё неопытные были.
Потом я уже узнал, что недвижка вообще не обязательна)))
А вот сейчас для себя ещё одно новое открываю)))что нас получается рассмотрели не по недвижке, а по доходам.",1121,-1001350470024,2020-08-20T20:41:10+00:00
"Просто при наличии недвижки больше 350 адвокатам уж совсем ничего не надо думать: они гарантируют подателю успех, но сами отчего то не торопятся",,-1001350470024,2020-08-20T20:42:38+00:00
"**Виза** категории **F** **на** сегодняшний день является наиболее распространенным разрешением на въезд, которое оформляется лицам, имеющим стабильно высокий годовой доход, который позволяет им полноценно оплачивать свое проживание в **Кипре** без необходимости получения разрешения на ведение какой-либо предпринимательской, торговой и любой другой деятельности, предусматривающей извлечение прибыли на территории этого государства.",,-1001350470024,2020-08-20T20:44:34+00:00
Поищу про Ф с недвижкой сейчас,,-1001350470024,2020-08-20T20:44:50+00:00
"**Требования к претендентам
€ 300 000
Минимальная цена недвижимости
**Можно купить один или два объекта недвижимости на эту сумму (два жилых помещения; жильё + офис до 250 кв. м; жильё + магазин до 100 кв.м).
Цена указана без учёта НДС и других расходов на сделку.
В программе участвуют только новостройки, проданные девелоперами в первый раз; на объекты вторичного рынка условия не распространяются.
Деньги должны поступить из-за рубежа.
Имущество можно оформить на юрлицо, единственный акционер которого и его супруг/а получает право на ПМЖ.
**€ 30 000
Минимальный ежегодный доход
**Заявитель и его супруг/а должны доказать документами  наличие гарантированного ежегодного дохода, который позволяет жить на Кипре, не работая – от €30 тыс. на семью. Если в заявление включаются иждивенцы (например, совершеннолетние дети), то сумма увеличивается на €5 тыс. за каждого, при включении родителей - €8 тыс.
**€ 30 000
Депозит в банке Кипра
**Претендент на ПМЖ должен открыть срочный депозит в банке Кипра в любой валюте на сумму эквивалентную €30 тыс. (или выше) без права снятия средств в течение трёх лет. Деньги на вклад должны поступить из другой страны.
**Обратите внимание!
**Чтобы получить право оформить ПМЖ в ускоренном порядке, надо выполнить все три финансовых требования, а не одно из них. Параллельно на Кипре работает [стандартная процедура](https://prian.ru/immigration/cyprus/cyprus-permanent-residence-permit-category-f-slow-track/) выдачи таких же постоянных видов на жительство категории F – в этом случае условия мягче, можно не соблюдать ценовой ценз на недвижимость и показывать в разы меньший доход.",,-1001350470024,2020-08-20T20:50:24+00:00
Вот там где: ОБРАТИТЕ ВНИМАНИЕ....,,-1001350470024,2020-08-20T20:50:45+00:00
"Вот именно по этим правилам мы и шли, только не соблюли депозит 30к на 3 года...",1133,-1001350470024,2020-08-20T20:52:20+00:00
"И вот именно после ""обратите внимание"" нам адвокат и объяснил, что недвижка больше требуемой суммы, доход высокий, но если быстро то ещё и 30к на депозит, а без него длинное рассмотрение.",,-1001350470024,2020-08-20T20:54:29+00:00
🤷🏼‍♀️,,-1001350470024,2020-08-20T20:54:36+00:00
В общем это Кипр ре,,-1001350470024,2020-08-20T20:54:49+00:00
"“Превышают 300 тыс +19%VAT”

Позвольте вопрос, а почему 19? Если недвижимость первая то можно платить 5%",1085,-1001350470024,2020-08-20T20:56:11+00:00
Раньше было 19,,-1001350470024,2020-08-20T20:57:04+00:00
Я в 2014 покупал - 5%,1143,-1001350470024,2020-08-20T20:57:38+00:00
😂😂😂😂,,-1001350470024,2020-08-20T20:57:44+00:00
В общем считаю мы с Вами уже подробно все расписали)))) Все кто хочет получить Ф - все поймут)) на сим удаляюсь в реал - хорошего вечера.,,-1001350470024,2020-08-20T20:59:28+00:00
Спасибо!!!,1054,-1001350470024,2020-08-20T21:00:14+00:00
"Там ещё кстати момент важный - учтите, чтоб 5% получить - недвижка должна быть новая и В НЕЙ НИКТО НЕ ДОЛЖЕН БЫЛ ЖИТЬ !!! У нас комиссия приезжала- проверяла кладовки, шкафы)) мы снимали отель специально. Так эта комиссия докопались, что у нас электричества нагорело - значит жили, отбой в 5%. Пришлось доказывать, что это была шоурум квартира и застройщик в ней показы устраивал и принимал клиентов!",1141,-1001350470024,2020-08-20T21:08:35+00:00
"спасибо, там все норм - моя еще строится)
Кроме того на возврат НДС подаёт для меня сам застройщик",1150,-1001350470024,2020-08-20T21:18:20+00:00
"Чтобы закрыть тему, вот первоисточник про ускоренное оформление Category F для ""инвесторов"" (здесь и про депозит, и про недвижимость, и про доход): 
http://www.moi.gov.cy/moi/crmd/crmd.nsf/All/6E845849175A310DC2257F7D0030F4FE?OpenDocument",,-1001350470024,2020-08-20T22:27:15+00:00
Если кому интересны сроки рассмотрения заявок на гражданство для супругов киприотов - сейчас на рассмотрении  кейсы от августа 2019,,-1001350470024,2020-08-21T10:26:06+00:00
"В прошлом году апрув на визу F по недвижке был 90%
По доходам - 60%",1128,-1001350470024,2020-08-21T10:29:19+00:00
а просто сроки рассмотрения заявок на гражданство?,1157,-1001350470024,2020-08-21T10:41:10+00:00
Писали выше - по натурализации - 2-2.5 года,1159,-1001350470024,2020-08-21T10:41:45+00:00
"спасибо
эх, ничего не поменялось (",1160,-1001350470024,2020-08-21T10:43:11+00:00
"Да ладно, еще 5 лет назад этот срок был от 7 лет и до бесконечности 😊",1161,-1001350470024,2020-08-21T10:43:42+00:00
"Имеют ввиду, что после 7 лет, подав заявление - срок рассмотрения и выдача паспорта занимает времени до 2-2,5 лет плюсом",1162,-1001350470024,2020-08-21T10:58:32+00:00
Раньше рассмотрение занимало от 7 лет,1163,-1001350470024,2020-08-21T10:58:50+00:00
"Ещё раз, прожив в общей сложности на острове 7 лет, можно подать на паспорт. И вот от сдачи ещё 2-2,5 года до выдачи.",1164,-1001350470024,2020-08-21T10:59:41+00:00
"Да, я в курсе, уже даже получил кипрский паспорт.
Раньше, после 7 лет проживания и подачи на гражданство, у мигрейшена процесс рассмотрения занимал от 7 лет и до бесконечности",,-1001350470024,2020-08-21T11:00:36+00:00
"Упс, тоесть лет через 14? Паспорта выдавали?",1166,-1001350470024,2020-08-21T11:00:59+00:00
да,1167,-1001350470024,2020-08-21T11:01:19+00:00
"Есть ещё фишка - если с делом что-то не так, то, бывает, вместо отказа - дело просто откладывают в сторону и всё.",1169,-1001350470024,2020-08-21T11:02:53+00:00
так могут сделать и когда с делом все хорошо,1170,-1001350470024,2020-08-21T11:03:56+00:00
"И есть знакомые, кто ждал 10 лет с момента подачи, т.е. 17 лет....",1167,-1001350470024,2020-08-21T11:05:34+00:00
А истории про адвокатов которые за 3-4 месяца делают гражданство после подачи документов по натурализации реальны?,,-1001350470024,2020-08-21T11:05:55+00:00
Даже по инвестициям от 6 месяцев 😊,1173,-1001350470024,2020-08-21T11:06:13+00:00
Нет такого (,1173,-1001350470024,2020-08-21T11:06:21+00:00
Понял. Просто истории рассказывают что за 10к евро якобы вот прям сильно все ускоряют.,1175,-1001350470024,2020-08-21T11:07:03+00:00
Значит сказочники,,-1001350470024,2020-08-21T11:07:15+00:00
10к? Смешно ))),1177,-1001350470024,2020-08-21T11:08:47+00:00
"Раньше было возможно, только сумма начиналась от 20 тыс. Но времена те ушли,и, надеюсь, не вернутся.",1177,-1001350470024,2020-08-21T11:08:48+00:00
"Давайте жить современными реалиями.
Не хочется из этого чата песок выметать.",,-1001350470024,2020-08-21T11:09:17+00:00
Тоже похожу на развод какой то...,1179,-1001350470024,2020-08-21T11:09:19+00:00
"Тут часто бывает что уже прождали люди 3-4 года, и появляется ""сказочник"" который как бы и решает по быстрому. За 3-4 месяца.
А всё идёт своим чередом 
т.е. у них есть доступ данным из очереди, просто могут узнать кого сейчас обрабатывают.",1178,-1001350470024,2020-08-21T11:09:35+00:00
Жаль нет очереди какой то. Вроде ваш номер подачи 12345 сейчас рассматриваем номер 8970 или что то вроде этого хоть понятно было бы сколько ждать...,1183,-1001350470024,2020-08-21T11:11:04+00:00
"Им можно позвонить, они скажут заявления с какого срока сейчас рассматриваются.",1184,-1001350470024,2020-08-21T11:11:34+00:00
"ну а зачем, на доступе к невидимой очереди масса народу кормится",1184,-1001350470024,2020-08-21T11:11:45+00:00
О спасибо!,1185,-1001350470024,2020-08-21T11:11:47+00:00
"Аха. У меня двое бились, доказывая что это они подсуетились по пинкслипу тёще. Пока не врубился в схему. 7 лет назад правда.",1186,-1001350470024,2020-08-21T11:13:24+00:00
3 года назад сделали другу  за 6 месяцев по натурелизации. Так что есть такие адвокаты,1179,-1001350470024,2020-08-21T11:45:03+00:00
"Это Вам сказали про половину истории. То что происходит после того, как бумаги из полиции передают в правительство. После передачи адвокат может ускорить до 1-6 мес подписание вашего кейса. А на полицию навряд ли можно повлиять. Это похоже на мошенничество со стороны «помогатора»",1173,-1001350470024,2020-08-21T11:56:00+00:00
"Можно, если вежливо звонить тому, кому можно звонить, и спрашивать, а как там дела вот с такой заявкой. Собственно, то, что делают адвокаты сейчас, кроме проверки документов при подаче (у которых не очень однозначные рекомендации по заполнению) — это звонят по тем телефонам, где возьмут трубку, и интересуются, где сейчас дело и не пора ли его передать дальше (чтобы его передали дальше, а не закинули в угол, обидевшись на настырного спрашивателя)",1190,-1001350470024,2020-08-21T12:18:30+00:00
"Занимало до пандемии год-полтора, сейчас понятия не имею, не могу найти кейсов вообще, что происходило с марта 2020",,-1001350470024,2020-08-21T12:19:36+00:00
"вопрос, а в какой момент собеседование происходит?  до того как бумаги передали в полицию или после того как их отдали в правительство или где-то посередине. )",1190,-1001350470024,2020-08-21T12:47:45+00:00
"Скажите, получал ли кто-то летом американскую визу по продлению?",,-1001350470024,2020-08-21T12:59:40+00:00
Посольства закрыты вроде как,1194,-1001350470024,2020-08-21T13:03:20+00:00
ну мало ли. вдруг у кого был уже опыт,1195,-1001350470024,2020-08-21T13:03:49+00:00
А опыт нужен именно летний? Он чем-то отличается от зимнего или весеннего?,1196,-1001350470024,2020-08-21T13:14:14+00:00
зимой не было ковида и консульство было открыто,1197,-1001350470024,2020-08-21T13:16:41+00:00
Так вопрос в чем? Открыто ли консульство?,1199,-1001350470024,2020-08-21T13:17:02+00:00
Вопрос подавался ли кто-то на продление визы за Ковид. я вроде так и написал),1200,-1001350470024,2020-08-21T13:17:40+00:00
Хороший вопрос),1193,-1001350470024,2020-08-21T14:23:33+00:00
"Случайный факт из жизни одного визитор пинка: первичная подача в Лимассоле 7 июля - смена статуса на application is under examination на этой неделе, примерно через полтора месяца.",,-1001350470024,2020-08-21T16:00:08+00:00
"@olegcyprus, вот накидал из головы и истории смс, не хватает только греческого текста в третьем случае

https://telegra.ph/Work-permit--visitors-permit-SMS-statuses-08-21",,-1001350470024,2020-08-21T16:51:31+00:00
"Отлично.
Можно туда же еще и формат запроса добавить и номер СМС сервиса",1211,-1001350470024,2020-08-21T16:54:12+00:00
"Блин, я хотел и забыл! 😂",,-1001350470024,2020-08-21T16:54:33+00:00
Ща,,-1001350470024,2020-08-21T16:54:36+00:00
Готово,1212,-1001350470024,2020-08-21T17:03:33+00:00
"Кто давно подавал на продление визитера, у вас статус Your application is under process. There are pending issues ?",,-1001350470024,2020-08-22T07:14:20+00:00
да,1217,-1001350470024,2020-08-22T07:19:10+00:00
"Было мнение, что это как раз проблема напечатать сам пластик",1217,-1001350470024,2020-08-22T07:21:43+00:00
У меня второй статус,1217,-1001350470024,2020-08-22T07:21:51+00:00
Давно?,1220,-1001350470024,2020-08-22T07:22:16+00:00
"А, я дебил. У мкня первичка, не продление",1221,-1001350470024,2020-08-22T07:22:59+00:00
Такие люди нам нужны ™,1222,-1001350470024,2020-08-22T07:23:22+00:00
"Сдавал в феврале, до сих пор второй статус",1223,-1001350470024,2020-08-22T07:25:36+00:00
"Говорят и не надеяться, народ годами пластика не видит, живут по рисиптам",,-1001350470024,2020-08-22T07:26:03+00:00
"Бывает, да",1225,-1001350470024,2020-08-22T07:26:21+00:00
Но в целом можно попробовать всем позвонить 😁,,-1001350470024,2020-08-22T07:26:40+00:00
"Статус определенно значит, что не хватает документов. Обычно присылают письмо чего не хватает",1224,-1001350470024,2020-08-22T07:27:38+00:00
Не третий? Pending issues?,1228,-1001350470024,2020-08-22T07:29:28+00:00
"С мая такой статус, подача была в октябре",1217,-1001350470024,2020-08-22T07:31:19+00:00
Это третий,1228,-1001350470024,2020-08-22T07:33:18+00:00
"Подумал о таймлайн визуализации, анонимно насобирать десятки опытов и расставить даты смен статусов 😁",,-1001350470024,2020-08-22T07:35:28+00:00
"А я правильно понимаю, что сначала 7 лет часто живешь с реситом и без пластика. В свете последних событий с риском  не попадать в Европу. Потом ещё лет 5-7 ждёшь паспорт. Тоже вроде особо далеко уезжать нельзя. Так и четверть жизни на Кипре пройдёт, хорошо что остров хороший",,-1001350470024,2020-08-22T07:38:10+00:00
"Вопрос приоритетов, ага. Гражданам РФ на визиторских проще смотаться в Мск и сделать там шенген на несколько лет в такой ситуации, как я понимаю",1233,-1001350470024,2020-08-22T07:41:38+00:00
"По рабочим визам всё более нарядно, пластик быстро, паспорт быстро",,-1001350470024,2020-08-22T07:42:23+00:00
"Ну я скорее что 7-12 лет привязан к одному месту жительства. Не то что это плохо, а что надо серьезно планировать жизнь )))",1234,-1001350470024,2020-08-22T07:43:13+00:00
"Не, после подачи на паспорт уже не должно быть счётчика отъездов, по идее",,-1001350470024,2020-08-22T07:43:22+00:00
"После подачи сейчас срок 2 - 2.5 года до получения гражданства. Нежелательно выезжать с острова последний год перед подачей, после подачи ограничений нет.",1233,-1001350470024,2020-08-22T07:43:28+00:00
Но пока ждёшь все равно же на Кипре жить? Нельзя же паспорт ждать в Швейцарии например,1238,-1001350470024,2020-08-22T07:44:20+00:00
"А, ну это не вопрос невыдачи пластика, да. А семь лет как время оседлости на паспорт это вроде норма",1236,-1001350470024,2020-08-22T07:44:24+00:00
Можно же,1239,-1001350470024,2020-08-22T07:44:33+00:00
Формально - можно хоть в Австралии.,1239,-1001350470024,2020-08-22T07:44:47+00:00
"Ооо, интересно",,-1001350470024,2020-08-22T07:44:56+00:00
Но при рассмотрении они руководствуются степенью интеграции в местное общество,,-1001350470024,2020-08-22T07:45:28+00:00
"а как же утеря связи с островом?
подался и уехал на пол-года, год.
И на собеседовании тебя и спросят насколько ты на острове планируешь жить",1238,-1001350470024,2020-08-22T07:45:35+00:00
"вот как меряют степень интегрированности, непонятно",1244,-1001350470024,2020-08-22T07:45:57+00:00
"Я знаком тут с одной женщиной, которая с 2014 по 2019 делала паспорт с адвокатом. Подробностей знаю не много, но в путешествиях себя не ограничивала, паспорт получила",1239,-1001350470024,2020-08-22T07:46:19+00:00
"семья тоже живёт здесь, есть местная недвижимость",1246,-1001350470024,2020-08-22T07:47:02+00:00
"Так речь про после собеседования, когда ""тупо ждёшь"" же",1245,-1001350470024,2020-08-22T07:47:08+00:00
"так и собеседование ""тупо ждешь""",1249,-1001350470024,2020-08-22T07:47:33+00:00
так после собеседования это уже вопрос пары месяцев,1249,-1001350470024,2020-08-22T07:47:37+00:00
основное время ожидания - до собеседования,,-1001350470024,2020-08-22T07:48:04+00:00
"А, пардон",,-1001350470024,2020-08-22T07:48:29+00:00
"После собеседования собеседующий пишет на форме свою резолюцию, и, если она положительная, отправляет министру МВД на утверждение. После подписи министра можно получать синюю бумажку и ID/паспорт.",,-1001350470024,2020-08-22T07:50:37+00:00
"Ок ок, сегодня я узнал что-то новое 🙊",,-1001350470024,2020-08-22T07:51:38+00:00
Сейчас все в равных условиях :) ну и паспорт по рабочим визам тоже особо никогда сильно быстрее не был,1235,-1001350470024,2020-08-22T08:34:01+00:00
"Да, паспорт не привязан к типу визы.
Или по оседлости или по семье или по инвестициям",1256,-1001350470024,2020-08-22T08:35:16+00:00
Угу,,-1001350470024,2020-08-22T08:35:31+00:00
"Я просто знаю два случая (один из них целая семья) по рабочим визам ""живёшь семь лет, подал документы, полгода - год и паспорт готов"". Но конечно же из двух случаев не построить закономерность",1256,-1001350470024,2020-08-22T08:36:37+00:00
"Запутали (

Pending issues что таки значит?",1231,-1001350470024,2020-08-22T08:38:08+00:00
Третий,1260,-1001350470024,2020-08-22T08:38:34+00:00
https://t.me/cylaw/1211,1260,-1001350470024,2020-08-22T08:39:03+00:00
Спасибо,,-1001350470024,2020-08-22T08:39:25+00:00
Что прошло минимум одно рассмотрение и что-то ещё нужно,,-1001350470024,2020-08-22T08:39:37+00:00
"Например, нужен принтер пластика 😈",,-1001350470024,2020-08-22T08:40:25+00:00
А общаться со мной будут по почте если что-то ещё надо? Или смс хоть пришлют,,-1001350470024,2020-08-22T08:41:02+00:00
мне голосом звонили и меняли статус с 3 на 2,1266,-1001350470024,2020-08-22T08:42:39+00:00
Итересно,,-1001350470024,2020-08-22T08:43:05+00:00
"Про ""отказы"" на пинкслипы
—
Из личного опыта моего, моей семьи, знакомых и сотрудников.
Было почти десяток кейсов, когда мигрейшен возвращал пакет документов на пинкслипы - на доработку.
Фактического отказа в выдаче не было ни разу. 
Причем пара случаев были очень сложные. А в одном из кейсов документы возвращались на доработку 4! раза.
В этом же кейсе была история изменения срока действующего пинк-слипа на меньший.

Были кейсы с проверкой остатка денег на счету и запросом новой выписки.
В паре случаев таких запросов было по 2 на кейс.

Был кейс с выдачей пластика всей семьей, кроме меня - потому что биометрика, сделанная 8 месяцев назад, оказалась бракованной.
Сделали новую и пинкслип выдали через 2 месяца.

В общем много интересных случаев )",,-1001350470024,2020-08-22T08:50:11+00:00
